
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007318                       # Number of seconds simulated (Second)
simTicks                                   7317751000                       # Number of ticks simulated (Tick)
finalTick                                  7317751000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    871.73                       # Real time elapsed on the host (Second)
hostTickRate                                  8394557                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8900308                       # Number of bytes of host memory used (Byte)
simInsts                                     26186677                       # Number of instructions simulated (Count)
simOps                                       49975438                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57329                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14617428                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29721386                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28156748                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                110118                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4802885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6608731                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40036                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14314932                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.966949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.553119                       # Number of insts issued each cycle (Count)
system.l3.demandHits::cpu0.data                 30154                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.inst                   152                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.data                 29888                       # number of demand (read+write) hits (Count)
system.l3.demandHits::total                     60339                       # number of demand (read+write) hits (Count)
system.l3.overallHits::cpu0.inst                  145                       # number of overall hits (Count)
system.l3.overallHits::cpu0.data                30154                       # number of overall hits (Count)
system.l3.overallHits::cpu1.inst                  152                       # number of overall hits (Count)
system.l3.overallHits::cpu1.data                29888                       # number of overall hits (Count)
system.l3.overallHits::total                    60339                       # number of overall hits (Count)
system.l3.demandMisses::cpu0.inst                2978                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu0.data               52146                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.inst                3013                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.data               52506                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::total                  110643                       # number of demand (read+write) misses (Count)
system.l3.overallMisses::cpu0.inst               2978                       # number of overall misses (Count)
system.l3.overallMisses::cpu0.data              52146                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.inst               3013                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.data              52506                       # number of overall misses (Count)
system.l3.overallMisses::total                 110643                       # number of overall misses (Count)
system.l3.demandMissLatency::cpu0.inst      218429000                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu0.data     3816943000                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.inst      221028000                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.data     3843300500                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::total         8099700500                       # number of demand (read+write) miss ticks (Tick)
system.l3.overallMissLatency::cpu0.inst     218429000                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu0.data    3816943000                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.inst     221028000                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.data    3843300500                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::total        8099700500                       # number of overall miss ticks (Tick)
system.l3.demandAccesses::cpu0.inst              3123                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu0.data             82300                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.inst              3165                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.data             82394                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::total                170982                       # number of demand (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.inst             3123                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.data            82300                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.inst             3165                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.data            82394                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::total               170982                       # number of overall (read+write) accesses (Count)
system.l3.demandMissRate::cpu0.inst          0.953570                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu0.data          0.633609                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.inst          0.951975                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.data          0.637255                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::total              0.647103                       # miss rate for demand accesses (Ratio)
system.l3.overallMissRate::cpu0.inst         0.953570                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu0.data         0.633609                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.inst         0.951975                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.data         0.637255                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::total             0.647103                       # miss rate for overall accesses (Ratio)
system.l3.demandAvgMissLatency::cpu0.inst 73347.548690                       # average overall miss latency ((Cycle/Count))
system.l3.demandAvgMissLatency::cpu0.data 73197.234687                       # average overall miss latency ((Cycle/Count))
system.l3.demandAvgMissLatency::cpu1.inst 73358.114836                       # average overall miss latency ((Cycle/Count))
system.l3.demandAvgMissLatency::cpu1.data 73197.358397                       # average overall miss latency ((Cycle/Count))
system.l3.demandAvgMissLatency::total    73205.720199                       # average overall miss latency ((Cycle/Count))
system.l3.overallAvgMissLatency::cpu0.inst 73347.548690                       # average overall miss latency ((Cycle/Count))
system.l3.overallAvgMissLatency::cpu0.data 73197.234687                       # average overall miss latency ((Cycle/Count))
system.l3.overallAvgMissLatency::cpu1.inst 73358.114836                       # average overall miss latency ((Cycle/Count))
system.l3.overallAvgMissLatency::cpu1.data 73197.358397                       # average overall miss latency ((Cycle/Count))
system.l3.overallAvgMissLatency::total   73205.720199                       # average overall miss latency ((Cycle/Count))
system.l3.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l3.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l3.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.writebacks::writebacks                43584                       # number of writebacks (Count)
system.l3.writebacks::total                     43584                       # number of writebacks (Count)
system.l3.demandMshrMisses::cpu0.inst            2978                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu0.data           52146                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.inst            3013                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.data           52506                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::total              110643                       # number of demand (read+write) MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.inst           2978                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.data          52146                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.inst           3013                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.data          52506                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::total             110643                       # number of overall MSHR misses (Count)
system.l3.demandMshrMissLatency::cpu0.inst    170781000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu0.data   2982607000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.inst    172836000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.data   3003204500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::total     6329428500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.inst    170781000                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.data   2982607000                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.inst    172836000                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.data   3003204500                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::total    6329428500                       # number of overall MSHR miss ticks (Tick)
system.l3.demandMshrMissRate::cpu0.inst      0.953570                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu0.data      0.633609                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.inst      0.951975                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.data      0.637255                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::total          0.647103                       # mshr miss ratio for demand accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.inst     0.953570                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.data     0.633609                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.inst     0.951975                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.data     0.637255                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::total         0.647103                       # mshr miss ratio for overall accesses (Ratio)
system.l3.demandAvgMshrMissLatency::cpu0.inst 57347.548690                       # average overall mshr miss latency ((Cycle/Count))
system.l3.demandAvgMshrMissLatency::cpu0.data 57197.234687                       # average overall mshr miss latency ((Cycle/Count))
system.l3.demandAvgMshrMissLatency::cpu1.inst 57363.425158                       # average overall mshr miss latency ((Cycle/Count))
system.l3.demandAvgMshrMissLatency::cpu1.data 57197.358397                       # average overall mshr miss latency ((Cycle/Count))
system.l3.demandAvgMshrMissLatency::total 57205.864808                       # average overall mshr miss latency ((Cycle/Count))
system.l3.overallAvgMshrMissLatency::cpu0.inst 57347.548690                       # average overall mshr miss latency ((Cycle/Count))
system.l3.overallAvgMshrMissLatency::cpu0.data 57197.234687                       # average overall mshr miss latency ((Cycle/Count))
system.l3.overallAvgMshrMissLatency::cpu1.inst 57363.425158                       # average overall mshr miss latency ((Cycle/Count))
system.l3.overallAvgMshrMissLatency::cpu1.data 57197.358397                       # average overall mshr miss latency ((Cycle/Count))
system.l3.overallAvgMshrMissLatency::total 57205.864808                       # average overall mshr miss latency ((Cycle/Count))
system.l3.replacements                         102970                       # number of replacements (Count)
system.l3.CleanEvict.mshrMisses::writebacks         3072                       # number of CleanEvict MSHR misses (Count)
system.l3.CleanEvict.mshrMisses::total           3072                       # number of CleanEvict MSHR misses (Count)
system.l3.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3.ReadExReq.hits::cpu0.data              4116                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.hits::cpu1.data              3962                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.hits::total                  8078                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.misses::cpu0.data           19721                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.misses::cpu1.data           19911                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.misses::total               39632                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.missLatency::cpu0.data   1438742500                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.missLatency::cpu1.data   1452334000                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.missLatency::total     2891076500                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.accesses::cpu0.data         23837                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.accesses::cpu1.data         23873                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.accesses::total             47710                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.missRate::cpu0.data      0.827327                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.missRate::cpu1.data      0.834038                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.missRate::total          0.830685                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.avgMissLatency::cpu0.data 72954.845089                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.avgMissLatency::cpu1.data 72941.288735                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.avgMissLatency::total 72948.034417                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.mshrMisses::cpu0.data        19721                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMisses::cpu1.data        19911                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMisses::total           39632                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMissLatency::cpu0.data   1123206500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissLatency::cpu1.data   1133758000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissLatency::total   2256964500                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissRate::cpu0.data     0.827327                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.mshrMissRate::cpu1.data     0.834038                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.mshrMissRate::total      0.830685                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.avgMshrMissLatency::cpu0.data 56954.845089                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadExReq.avgMshrMissLatency::cpu1.data 56941.288735                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadExReq.avgMshrMissLatency::total 56948.034417                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.hits::cpu0.inst           145                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu0.data         26038                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu1.inst           152                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu1.data         25926                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::total             52261                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.misses::cpu0.inst         2978                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu0.data        32425                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu1.inst         3013                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu1.data        32595                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::total           71011                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.missLatency::cpu0.inst    218429000                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.missLatency::cpu0.data   2378200500                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.missLatency::cpu1.inst    221028000                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.missLatency::cpu1.data   2390966500                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.missLatency::total   5208624000                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.accesses::cpu0.inst         3123                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3.ReadSharedReq.accesses::cpu0.data        58463                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3.ReadSharedReq.accesses::cpu1.inst         3165                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3.ReadSharedReq.accesses::cpu1.data        58521                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3.ReadSharedReq.accesses::total        123272                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3.ReadSharedReq.missRate::cpu0.inst     0.953570                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.missRate::cpu0.data     0.554624                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.missRate::cpu1.inst     0.951975                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.missRate::cpu1.data     0.556980                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.missRate::total      0.576051                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.avgMissLatency::cpu0.inst 73347.548690                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMissLatency::cpu0.data 73344.656901                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMissLatency::cpu1.inst 73358.114836                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMissLatency::cpu1.data 73353.781255                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMissLatency::total 73349.537396                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3.ReadSharedReq.mshrMisses::cpu0.inst         2978                       # number of ReadSharedReq MSHR misses (Count)
system.l3.ReadSharedReq.mshrMisses::cpu0.data        32425                       # number of ReadSharedReq MSHR misses (Count)
system.l3.ReadSharedReq.mshrMisses::cpu1.inst         3013                       # number of ReadSharedReq MSHR misses (Count)
system.l3.ReadSharedReq.mshrMisses::cpu1.data        32595                       # number of ReadSharedReq MSHR misses (Count)
system.l3.ReadSharedReq.mshrMisses::total        71011                       # number of ReadSharedReq MSHR misses (Count)
system.l3.ReadSharedReq.mshrMissLatency::cpu0.inst    170781000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3.ReadSharedReq.mshrMissLatency::cpu0.data   1859400500                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3.ReadSharedReq.mshrMissLatency::cpu1.inst    172836000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3.ReadSharedReq.mshrMissLatency::cpu1.data   1869446500                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3.ReadSharedReq.mshrMissLatency::total   4072464000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3.ReadSharedReq.mshrMissRate::cpu0.inst     0.953570                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.mshrMissRate::cpu0.data     0.554624                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.mshrMissRate::cpu1.inst     0.951975                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.mshrMissRate::cpu1.data     0.556980                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.mshrMissRate::total     0.576051                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3.ReadSharedReq.avgMshrMissLatency::cpu0.inst 57347.548690                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMshrMissLatency::cpu0.data 57344.656901                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMshrMissLatency::cpu1.inst 57363.425158                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMshrMissLatency::cpu1.data 57353.781255                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.avgMshrMissLatency::total 57349.762713                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3.UpgradeReq.hits::cpu0.data                2                       # number of UpgradeReq hits (Count)
system.l3.UpgradeReq.hits::cpu1.data                4                       # number of UpgradeReq hits (Count)
system.l3.UpgradeReq.hits::total                    6                       # number of UpgradeReq hits (Count)
system.l3.UpgradeReq.accesses::cpu0.data            2                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3.UpgradeReq.accesses::cpu1.data            4                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3.UpgradeReq.accesses::total                6                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3.WritebackDirty.hits::writebacks        96076                       # number of WritebackDirty hits (Count)
system.l3.WritebackDirty.hits::total            96076                       # number of WritebackDirty hits (Count)
system.l3.WritebackDirty.accesses::writebacks        96076                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3.WritebackDirty.accesses::total        96076                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3.tags.tagsInUse                  8026.462648                       # Average ticks per tags in use ((Tick/Count))
system.l3.tags.totalRefs                       338950                       # Total number of references to valid blocks. (Count)
system.l3.tags.sampledRefs                     111162                       # Sample count of references to valid blocks. (Count)
system.l3.tags.avgRefs                       3.049153                       # Average number of references to valid blocks. ((Count/Count))
system.l3.tags.warmupTick                       68000                       # The tick when the warmup percentage was hit. (Tick)
system.l3.tags.occupancies::writebacks      34.852577                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3.tags.occupancies::cpu0.inst      160.471001                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3.tags.occupancies::cpu0.data     3827.496216                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3.tags.occupancies::cpu1.inst      162.360731                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3.tags.occupancies::cpu1.data     3841.282123                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3.tags.avgOccs::writebacks           0.004254                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.avgOccs::cpu0.inst            0.019589                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.avgOccs::cpu0.data            0.467224                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.avgOccs::cpu1.inst            0.019819                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.avgOccs::cpu1.data            0.468907                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.avgOccs::total                0.979793                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3.tags.occupanciesTaskId::1024           8192                       # Occupied blocks per task id (Count)
system.l3.tags.ageTaskId_1024::0                  184                       # Occupied blocks per task id, per block age (Count)
system.l3.tags.ageTaskId_1024::1                 2157                       # Occupied blocks per task id, per block age (Count)
system.l3.tags.ageTaskId_1024::2                 4714                       # Occupied blocks per task id, per block age (Count)
system.l3.tags.ageTaskId_1024::3                 1137                       # Occupied blocks per task id, per block age (Count)
system.l3.tags.ratioOccsTaskId::1024                1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3.tags.tagAccesses                    5583530                       # Number of tag accesses (Count)
system.l3.tags.dataAccesses                   5583530                       # Number of data accesses (Count)
system.l3.tags.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.bytesRead::cpu0.inst          190592                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.bytesRead::cpu0.data         3337344                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.bytesRead::cpu1.inst          192832                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.bytesRead::cpu1.data         3360384                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.bytesRead::total             7081152                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.bytesInstRead::cpu0.inst       190592                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.bytesInstRead::cpu1.inst       192832                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.bytesInstRead::total          383424                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.bytesWritten::writebacks      2789376                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.bytesWritten::total          2789376                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.numReads::cpu0.inst             2978                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::cpu0.data            52146                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::cpu1.inst             3013                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::cpu1.data            52506                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::total               110643                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numWrites::writebacks          43584                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.numWrites::total               43584                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.bwRead::cpu0.inst           26045161                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::cpu0.data          456061432                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::cpu1.inst           26351266                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::cpu1.data          459209940                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::total              967667798                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwInstRead::cpu0.inst       26045161                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwInstRead::cpu1.inst       26351266                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwInstRead::total           52396426                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwWrite::writebacks        381179409                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwWrite::total             381179409                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::writebacks        381179409                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu0.inst          26045161                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu0.data         456061432                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu1.inst          26351266                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu1.data         459209940                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::total            1348847207                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.transDist::ReadResp               71010                       # Transaction distribution (Count)
system.membus.transDist::WritebackDirty         43584                       # Transaction distribution (Count)
system.membus.transDist::CleanEvict             58213                       # Transaction distribution (Count)
system.membus.transDist::ReadExReq              39632                       # Transaction distribution (Count)
system.membus.transDist::ReadExResp             39632                       # Transaction distribution (Count)
system.membus.transDist::ReadSharedReq          71011                       # Transaction distribution (Count)
system.membus.pktCount_system.l3.mem_side_port::system.mem_ctrls.port       323082                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount_system.l3.mem_side_port::total       323082                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount::total                  323082                       # Packet count per connected requestor and responder (Count)
system.membus.pktSize_system.l3.mem_side_port::system.mem_ctrls.port      9870464                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize_system.l3.mem_side_port::total      9870464                       # Cumulative packet size per connected requestor and responder (Byte)
